,Tbet,CD27,CD223,CD25,CD197,CD8a,CD152,CD103,CD107a,MIP1b,CD39,CD137,CD14,IFNg,CD127,IL-2,CD4,CD183,CD274,CD326,CD20,CD56,TNFa,CD3,Ki67,CD45,GZMB,CD95,CD279,CD45RA,File,PatientID,DAY
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.6598",1.461194063,2.799807764,2.172732963,2.019189491,0,0.396172259,2.213589326,1.42783367,2.461592006,3.515828998,4.946749265,0,0,2.248557328,0,1.428728963,2.472489418,0.956180905,0.351297897,0.523016736,0.489361002,0,0,4.183361966,0.884516537,5.348608421,1.755365035,5.003231996,4.714823818,0.282546628,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.17178",0.705979848,3.028631646,3.666895339,2.132273883,2.197923508,6.467242475,3.599590964,5.26558767,4.158761703,4.296691689,5.934068521,1.506275157,0,0,0.690184385,0,0,1.329749894,0.12754535,0,0,0,0,3.533969834,1.165440566,5.759799461,0.079887641,4.413365635,3.678382078,0.021484419,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.2462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128328337,0,0,0,0,0,0,0,0,0,2.434737275,0,0,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.5077",0.524802311,2.299432081,0,0.270704208,1.770752979,1.384608088,0,0,3.19255069,0.608181148,0,0,1.147766015,4.551395139,0.675449734,3.809724847,2.959027789,1.772607001,1.892160895,1.886772064,0,0,5.901181182,3.143228589,0,5.149569596,0,4.378995558,0.175899028,0.253922519,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.27110",0.161312138,0,0,0,0.255855037,0,0,0,3.786366362,0,0,0,0,0,0,0,0,0,0,0,0.471140683,4.957173148,0.613652975,0.046251554,0.072036621,0,0,3.441023784,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.1049",0,0,0,0,0,0,0,1.582815922,0.379796844,1.145690886,0,0,0,0.197439597,0,0,0,0,0,0,0,0.060267359,0,0,0.303944637,2.851378248,3.210650249,1.005131385,0,1.715767807,"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-21-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.10175",0,0,0,0,0.731012466,0,0.024739467,0,2.720042604,0.044217225,0,0,0,0,0,0,0,0.321632921,0,0.104925285,0.238370651,4.72350708,0.318102449,0.360145901,0,0.294304287,0,2.818128803,0.023872328,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.1557",0.585476664,0.667102345,0.103535221,1.937052506,5.214494576,0.306110412,0.147346091,0.850745877,0.197126,0.811308594,0,0,0.305004468,0,1.861646998,0.449503496,3.168144,1.759115157,0.502579579,0,0,0,0.124921317,4.225525932,0.931349835,5.294193414,0.810818217,5.324296493,1.421354527,0.003389191,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.12072",0,0,0.211593545,0.001889544,0,0,0,0,2.876507252,0,0,0.35952674,0,0,0,0,0,0,0,0,0,4.276992588,0,0,0,0,0,3.471601418,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.1907",0,0.322602722,0,0.82381249,0.649310556,0,0,0,3.729689882,0.766319483,1.424625841,0,0.011329905,0,0.636391918,0,0.697534283,0,0.516400237,0.527166554,0,5.065602854,0.313501639,0.717052136,0,1.471246044,0.068991598,3.522919757,0.017020156,0.111308531,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.13197",0.313194295,0,0,0,0,0,0,0,1.882142905,0,0,0,0.023027951,0.26866893,0.030539712,0,0,0,0.980752037,0,0,4.889928512,0.236428453,0,1.044687915,0,0,3.330432771,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.28079",0.338793703,0,0,0,0,0,0,0,0.148557116,0.050569876,0,0,0,0,0,0,0,0.05343982,0,0.385481504,0,0,0,0.463661776,0.23800353,0,0,0,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.12705",0.148381516,0,0,0,0,0.458855114,0.034001954,0.226373101,3.559076232,0.832262735,0,0,0,0,0,0,0,0,0,0.233437957,0.051668825,3.414850352,0,0,0,0,0,3.706020655,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.12791",0,0,0.920923786,0.379649144,0.74338253,0,1.004799709,0,2.314174305,1.345075244,1.586936727,0,0.042269454,0,0,0,1.116339732,0.817454535,0.95104279,0.051549293,0,1.43759425,0,0,0,0.012397556,0,0.106270885,0.360811325,1.460841595,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.3857",0,0.031224318,0,0,0,0,0,0,2.474659911,0.271094745,0,0,0.989194148,0.420241389,0,0.099913125,0.539493436,0.35872203,0.702171963,0.735683658,0.335679013,4.738752318,0.33799882,0,0.751871941,0,0,2.839594486,0.002349203,1.507287857,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.3991",0.431481168,0,0,0,0,0,0,0,3.115525996,0,2.188140367,0,0,0,0,0,0,0,0,3.088164389,0,4.763078988,0.040367419,0,0,0.198046391,0,3.959602376,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.23092",0,0,0,0,0.045391099,0,0,0,2.91572235,0,0.360749404,0,0.199813341,0,0,0,0,0,1.490183764,0,0.242650731,4.125044713,0,0.267252294,0.400340375,0,0.079820698,2.720965104,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.4263",0.61517588,0,0,0.513107969,0,0,0,1.582342632,2.760428708,0.561988278,1.941386564,0,0,0,0,0,0,0,0,1.816938575,0,0,0.243701501,0.004566152,0,1.950213731,2.671172545,0,0,0,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.8253",0,0,0,0,0.116237591,0.023995068,0,0,3.068916674,0.047476446,0.677386899,0.126699371,0,1.360039117,0.022305951,0,0,0,0.276836028,0,0,5.671448762,0.254820312,0.650543943,0,0,0,3.302489765,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.5460",0.177494504,0,0,0.79383883,0,0,0,0,3.432355505,0,1.772111786,0,0,1.503197512,0,0.884913127,0,0,0.391270259,0,0,4.703390452,1.137042184,0.393632764,0,0,0.5599228,3.807409914,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-22-19 TIL105-58-008-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.8",0.831497175,0,0,0,0,0,0,0,0,0.968261829,0,0.686895606,0,0.301279168,0,1.027725155,0,0,0,4.315632192,0,0.128745788,0.298886598,0,0,0,0,0.993032679,0,0,"export_Ex_5-22-19 TIL105-58-008-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-008-D015,D015
"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.1566",0,0.144225524,0.028838461,0,0,0,0,0,2.709797776,0,3.320153795,0,0,1.579397207,0,0,0,1.78268293,0.304637782,0,0,0,0,0,0,2.192679352,0,0,0,0.266573475,"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-21-D015,D015
"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.4508",0.381312871,6.07552809,2.04236932,5.854038407,1.821334273,0.031922834,5.491477578,0,3.196748966,2.45161123,6.871410513,4.236276941,0.757908252,0.552513793,2.859490022,0.899544477,4.636789343,2.695334174,0.467954347,0,0.519512435,0.200112165,1.271369595,4.303078414,0.623919397,6.030448632,0.422145114,6.228193561,3.016838128,0,"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-21-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.11749",0.321231185,0,0,0,0,0.007026983,0,0,2.852522969,0,0,0,0,0,0,0,0,0,0,0,0,3.887212645,0,0.938523765,0,0,0,3.093078848,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.230",1.588288589,4.23738391,0.09503721,4.278313034,1.141491642,3.605947906,1.02132954,5.718870187,2.036049204,4.671570784,5.604840815,1.314348222,0.115379478,3.710188446,0.011577267,0,0,1.928889681,0,1.329180186,0,0.158513982,0.927991412,1.786992368,0,4.041752959,2.2608043,3.84499088,5.135480073,0,"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-21-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.26654",0.73082292,0,0,0.356413654,0,0,0,1.948214696,5.698156678,0,0,0,0,0,0,0,0,0,0,0,0,3.051442381,0.149117039,0,0.443078502,0,0.110904535,3.594888514,0.003122823,0.168248184,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.1009",0,0,0.638742485,0,0.436098457,0,0.25189767,0,3.308013364,0.170326195,1.185931654,0,0,0.165627634,0.036297427,0,0.377057213,0.438151942,0.291243301,1.125924998,0.652107822,4.297356981,0.830394023,0.228529996,1.250605301,0,0,3.141845379,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.2772",0,0,0,0,1.984073901,4.157622698,0,0,0,1.361252324,0,0,0,0,1.409447241,0.162744053,0.420593213,0.375218086,0.003885888,0,0,0,0.044694407,4.407124769,0,5.142505392,4.187478677,2.657094114,2.913833533,0,"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-21-D015,D015
"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.3188",0,0,0.19649337,0,0,0,0,0.499312704,3.281716381,0.424318643,0.17550628,0,0.288642797,0,0.033820383,0.072902203,0,0,0,2.661154218,0,0,0.744611806,0,1.894524153,0.163051177,0,2.694108665,0,0,"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-21-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.9748",1.193401426,0,0,0,1.108303118,0,0,0.316171158,2.935961526,0,0,0,0,0,0,0,0,0,0,0,0,3.625144331,0.290885076,0,1.314270701,0.053281592,0,3.880114396,0,0.264168676,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.7718",1.530014897,2.056984954,0.80598619,0,0,5.077460843,0,0,2.082082202,1.013363202,0,0,0.056381176,1.748670694,0.603752079,0.385174999,0,1.511770929,0.016198329,0,0,0.133204371,1.872771905,3.463341084,0.074636673,5.039228583,1.538063462,3.60307714,0,0,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-22-19 TIL105-58-007-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.724",0.117956841,0,0,0,0,0,0,0.274685777,4.92840923,0.394789237,0,0,0,0,0,0,0,0,0.08344419,3.680242336,0,0,0,0.528577505,0,0,0,2.912605331,0,0,"export_Ex_5-22-19 TIL105-58-007-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-007-D015,D015
"export_Ex_5-16-19 TIL105-58-001-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.93",0.930965313,0,0,1.170363496,1.766168265,1.598828768,1.840479027,0,3.790252005,2.576766223,3.384341056,0.901210627,4.589968771,0,1.725301726,0.322118753,0,0.038457322,0,0,0,0,0.820796033,0.632373702,0.302385893,5.221350063,0,3.862122522,0.818285808,2.847427504,"export_Ex_5-16-19 TIL105-58-001-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-001-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.8998",0.176080074,0,0.343387153,0,0,0.255182757,0,0,3.639634642,0.902105749,1.722556406,0,0.156526298,0,0.006110398,0,0,0.402121098,0.485831491,0.957062592,0.051700314,5.493487492,0.020621957,0.294555303,1.413680059,0,0.921359559,3.633453411,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.8826",1.774231455,2.32147939,0.779393575,1.865653381,0,0.201683732,3.428073364,0.07295772,0.716505874,3.877976405,5.348078838,0.554850844,0,1.403500473,0,0.520557185,3.932827344,2.075635986,0.252245962,1.975308927,0,0,0.357184286,4.393271847,0.016605082,5.39242892,0.809201906,4.960193507,5.239324539,0.658009073,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-24-19 TIL105-22-024-D015_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.187",0.293635152,0,0,0,0,0,0,0.001541199,0,0,0.402530585,0,0,0,0,0,0,0,0,0.122644114,0,0,0.342439193,0,0,0,0,0,0,0,"export_Ex_5-24-19 TIL105-22-024-D015_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-024-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.11770",0.318036277,0,0,0,0,0,0,0,4.615827249,0,0,0,0,0,0,0,0,0.50296778,1.007577598,0.773078154,0,5.266146578,1.312315198,0,0.082817717,0,0.459387263,4.126643904,0.48115719,0.897224301,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.12672",0.110540711,0,0,0,0.106567169,0,0,5.249945306,2.925669664,3.250336198,0.338057496,0,0.917972449,1.468665468,0.090873532,0,0,1.764952762,0.672369167,1.409404591,0.259784689,4.414516715,0.909865955,0,0,4.488918284,0.409540562,3.883621609,0.354514455,1.501355998,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.9286",0,0,0.000842571,0,0,0,0.583140138,0,3.23696785,0.068122067,0.299752918,0,0,0,0.251304708,0,0,0,0.515249,0.382588097,0,4.6250329,0.660441606,0.050961374,0,0.549092524,0.06747511,3.277556715,0,0.258785585,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.1798",0,0,0,0.335686299,0,0,0,0,0,1.355477174,5.378416905,0.813863969,0.302273915,0,0.018818755,0,0,0,0,0,0.133592716,0,0,0,0.286884246,0,0.729140071,3.416378409,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.14109",1.656930895,3.321675283,0,2.893218332,0,1.215491515,1.621268293,5.574300573,0,1.543682387,5.803818062,1.051592558,0.075285422,0.31069036,0.527334288,0,3.879586297,2.462308384,0,0.972599116,0,0,0.386706047,5.558654606,0.908852828,5.952605604,0.316493611,5.167075834,5.488362756,0,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.5497",0,0,0.810888655,0,0.222718309,2.694347685,2.456301061,0,4.430263301,4.581746881,1.462205831,0,0.531558158,4.055537211,0.999905334,3.421007829,3.356500523,1.372423607,1.520358491,0,0,0.472273443,4.354407295,4.414448998,0.153462422,5.7692816,0.253760932,4.465738296,4.079066364,0,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.19426",0,0,0,0.010490469,0.19509263,0.447270122,0,0.433517033,0,2.316829486,4.806637999,0.90808067,1.153811413,0,0,0,0,0,1.230454982,1.059472997,0.549300251,0.63815606,0,0.876362337,0.865724393,0,0.583728738,3.124420877,0.625683813,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-17-19 TIL105-58-004-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.126",0,0,0.290532898,0,0,0,0,0.634674092,4.212478683,0,0,0,0,0,0,0,0,0,2.456139398,0,0.076145085,2.339512972,0,0,0,0,0,3.574460775,0,0.190809036,"export_Ex_5-17-19 TIL105-58-004-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-004-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.3865",0,0,0,0,0,0,0,0,0.377963847,0,0.048390902,0,0,0,0,0,0,0,0,0,0,5.07978199,0,0.013298529,0,0,0,2.865426659,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.20004",0,0,0,0.259614138,0,0,0,0,3.752086134,0,0,0,0,0,0,0.530656513,0.150690662,0.118135114,0,0.617691807,1.380694944,5.41087584,0.028324259,0,1.205015775,0,0,3.51864736,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.3726",0,0,0,0,0,0.018154972,0.96099969,0.963281423,5.384323245,0,2.891833052,0,0.11209653,0,0.967092831,0.148125378,3.13560002,1.72106003,0.357256877,5.131616905,0,0,0.397236186,4.710480503,0,4.11862703,0,2.623298671,2.172072906,0,"export_Ex_5-24-19 TIL105-22-026-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D015,D015
"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.2136",0.240427766,1.316241891,0,1.06746568,1.155785463,0,1.278234984,0,1.703861928,0.758725372,4.268327669,0.23847299,0.266223269,3.143355794,2.539303614,0.130418074,4.174929796,2.233204686,0,0.44777759,0,0,4.757185706,4.759617519,1.047715613,5.388249361,0,4.17566438,3.551091948,0.163705115,"export_Ex_5-23-19 TIL105-22-21-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-21-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.2703",0,0,0,0.911391289,0,0,0,0,0,0.842734233,4.754494005,0,0,0,0,0,0.71857192,0,0,0.126877952,0,0.125173509,0,0,0.72942537,0,0,3.011516008,0,0.425182399,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.28708",0.625233419,0,0,0.314503732,0,0,0,0.545898875,3.832072914,0.105331011,0,0,0,0,0,0,0,0,0,0,0,2.276831835,0,0,0,0,0.224634318,1.824953389,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-16-19 TIL105-58-002-D015_02_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.567",1.282817233,2.921971701,0.224141962,3.181624827,0,0.007465409,3.948627645,0.33929412,4.242215128,1.264663426,6.116841847,4.465903645,0.834248785,0,2.138713064,0,4.729627657,0.597357353,0.270217528,1.125765343,0,0,0,4.851071516,0,6.373286455,0,5.524843694,4.101402468,0.033022043,"export_Ex_5-16-19 TIL105-58-002-D015_02_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.1166",0,0,0,0.017040775,0,0,0,0.532604351,3.789050153,0.209522305,1.280714726,0,0.043864764,0,0,0.550894486,0.010458645,0,0,0.972226668,0,4.524682608,0.276987767,0,0.588811021,0,0.100390013,3.141832417,0,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.405",0,0,0,0,0,0.915161449,0,0,1.999953768,1.068305089,0.26067106,0,0.207282284,0,0,0.4785703,0.231508894,0.485131078,0.916112679,0.209036267,0.248527969,4.824182076,0.431385672,0,0,0,0.086177727,3.309373876,0.27699975,0,"export_Ex_5-24-19 TIL105-22-025-D015_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-025-D015,D015
"export_Ex_5-16-19 TIL105-58-002-D015_02_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.285",1.262659222,0,0,1.518822545,0.061414788,0,0,0,3.133893255,0.831913052,0,0,0.331793628,0,0,0.005859241,0,0,0,5.453710403,0,0,0.608077665,0,1.280086621,0,0.578030673,4.327579971,0,0,"export_Ex_5-16-19 TIL105-58-002-D015_02_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D015,D015
